year,datepart,Country,unique_visitors
2019,2019-01-26T00:00:00Z,Germany,8283
2019,2019-01-26T00:00:00Z,France,246
2019,2019-01-26T00:00:00Z,France,7422
2019,2019-01-26T00:00:00Z,Australia,207
2019,2019-01-26T00:00:00Z,Australia,6235
2019,2019-01-26T00:00:00Z,Germany,93
2019,2019-01-26T00:00:00Z,Germany,5452
2019,2019-01-26T00:00:00Z,France,2408
2019,2019-01-26T00:00:00Z,France,19
2019,2019-01-26T00:00:00Z,Australia,8
2019,2019-01-26T00:00:00Z,Australia,1470
2019,2019-01-26T00:00:00Z,Germany,163
2019,2019-01-26T00:00:00Z,Germany,5627
2019,2019-01-26T00:00:00Z,France,5574
2019,2019-01-26T00:00:00Z,France,357
2019,2019-01-26T00:00:00Z,Australia,129
2019,2019-01-26T00:00:00Z,Australia,23239
2019,2019-02-02T00:00:00Z,Germany,317
2019,2019-02-02T00:00:00Z,Germany,4657
2019,2019-02-02T00:00:00Z,France,12407
2019,2019-02-02T00:00:00Z,France,252
2019,2019-02-02T00:00:00Z,Australia,108
2019,2019-02-02T00:00:00Z,Australia,2885
2019,2019-02-02T00:00:00Z,Germany,219
2019,2019-02-02T00:00:00Z,Germany,2771
2019,2019-02-02T00:00:00Z,France,3130
2019,2019-02-02T00:00:00Z,France,11
2019,2019-02-02T00:00:00Z,Australia,154
2019,2019-02-02T00:00:00Z,Australia,6331
2019,2019-02-02T00:00:00Z,Germany,3578
2019,2019-02-02T00:00:00Z,Germany,74
2019,2019-02-02T00:00:00Z,France,49
2019,2019-02-02T00:00:00Z,France,9548
2019,2019-02-02T00:00:00Z,Australia,20
2019,2019-02-02T00:00:00Z,Australia,1821
2019,2019-02-02T00:00:00Z,Germany,484
2019,2019-02-02T00:00:00Z,Germany,4118
2019,2019-02-02T00:00:00Z,France,674
2019,2019-02-02T00:00:00Z,France,3162
2019,2019-02-02T00:00:00Z,Australia,287
2019,2019-02-02T00:00:00Z,Australia,2308
2019,2019-02-02T00:00:00Z,Germany,1122
2019,2019-02-02T00:00:00Z,Germany,7293
2019,2019-02-02T00:00:00Z,France,966
2019,2019-02-02T00:00:00Z,France,5055
2019,2019-02-02T00:00:00Z,Australia,888
2019,2019-02-02T00:00:00Z,Australia,8060
2019,2019-02-02T00:00:00Z,Germany,1163
2019,2019-02-02T00:00:00Z,France,1
2019,2019-02-02T00:00:00Z,France,1557
2019,2019-02-02T00:00:00Z,Australia,115
2019,2019-02-02T00:00:00Z,Australia,2995
2019,2019-02-02T00:00:00Z,Germany,7
2019,2019-02-02T00:00:00Z,Germany,3669
2019,2019-02-02T00:00:00Z,France,1629
2019,2019-02-02T00:00:00Z,France,6
2019,2019-02-02T00:00:00Z,Australia,33
2019,2019-02-02T00:00:00Z,Australia,4005
2019,2019-02-02T00:00:00Z,Germany,179
2019,2019-02-02T00:00:00Z,France,1816
2019,2019-02-02T00:00:00Z,Australia,1019
2019,2019-02-02T00:00:00Z,Germany,1244
2019,2019-02-02T00:00:00Z,Germany,5418
2019,2019-02-02T00:00:00Z,France,1633
2019,2019-02-02T00:00:00Z,France,318
2019,2019-02-02T00:00:00Z,Australia,41
2019,2019-02-02T00:00:00Z,Australia,2370
2019,2019-02-02T00:00:00Z,Germany,600
2019,2019-02-02T00:00:00Z,France,1009
2019,2019-02-02T00:00:00Z,Australia,1040
2019,2019-02-02T00:00:00Z,Germany,283
2019,2019-02-02T00:00:00Z,France,228
2019,2019-02-02T00:00:00Z,Australia,319
2019,2019-02-02T00:00:00Z,Germany,1
2019,2019-02-02T00:00:00Z,Germany,540
2019,2019-02-02T00:00:00Z,France,13
2019,2019-02-02T00:00:00Z,France,2496
2019,2019-02-02T00:00:00Z,Australia,13
2019,2019-02-02T00:00:00Z,Australia,1087
2019,2019-02-02T00:00:00Z,Germany,1090
2019,2019-02-02T00:00:00Z,France,1777
2019,2019-02-02T00:00:00Z,Australia,518
2019,2019-02-02T00:00:00Z,Germany,295
2019,2019-02-02T00:00:00Z,France,329
2019,2019-02-02T00:00:00Z,Australia,6
2019,2019-02-02T00:00:00Z,Australia,789
2019,2019-02-02T00:00:00Z,Germany,102
2019,2019-02-02T00:00:00Z,Germany,3575
2019,2019-02-02T00:00:00Z,France,68
2019,2019-02-02T00:00:00Z,France,1810
2019,2019-02-02T00:00:00Z,Australia,613
2019,2019-02-02T00:00:00Z,Australia,9899
2019,2019-02-02T00:00:00Z,Germany,156
2019,2019-02-02T00:00:00Z,France,1
2019,2019-02-02T00:00:00Z,France,360
2019,2019-02-02T00:00:00Z,Australia,1
2019,2019-02-02T00:00:00Z,Australia,846
2019,2019-02-02T00:00:00Z,Germany,1
2019,2019-02-02T00:00:00Z,Germany,834
2019,2019-02-02T00:00:00Z,France,1774
2019,2019-02-02T00:00:00Z,Australia,31
2019,2019-02-02T00:00:00Z,Australia,1138
2019,2019-02-02T00:00:00Z,Germany,6
2019,2019-02-02T00:00:00Z,Germany,524
2019,2019-02-02T00:00:00Z,France,362
2019,2019-02-02T00:00:00Z,Australia,448
2019,2019-02-02T00:00:00Z,Germany,2
2019,2019-02-02T00:00:00Z,Germany,4740
2019,2019-02-02T00:00:00Z,France,2159
2019,2019-02-02T00:00:00Z,Australia,69
2019,2019-02-02T00:00:00Z,Australia,6246
2019,2019-02-02T00:00:00Z,Germany,350
2019,2019-02-02T00:00:00Z,Germany,5326
2019,2019-02-02T00:00:00Z,France,260
2019,2019-02-02T00:00:00Z,France,4380
2019,2019-02-02T00:00:00Z,Australia,158
2019,2019-02-02T00:00:00Z,Australia,4903
2019,2019-02-02T00:00:00Z,Germany,425
2019,2019-02-02T00:00:00Z,Germany,5420
2019,2019-02-02T00:00:00Z,France,6
2019,2019-02-02T00:00:00Z,France,2482
2019,2019-02-02T00:00:00Z,Australia,5784
2019,2019-02-02T00:00:00Z,Australia,34
2019,2019-02-02T00:00:00Z,Germany,37
2019,2019-02-02T00:00:00Z,Germany,8397
2019,2019-02-02T00:00:00Z,France,2
2019,2019-02-02T00:00:00Z,France,3800
2019,2019-02-02T00:00:00Z,Australia,13
2019,2019-02-02T00:00:00Z,Australia,4296
2019,2019-02-02T00:00:00Z,Germany,13
2019,2019-02-02T00:00:00Z,Germany,826
2019,2019-02-02T00:00:00Z,France,528
2019,2019-02-02T00:00:00Z,Australia,10
2019,2019-02-02T00:00:00Z,Australia,2213
2019,2019-02-02T00:00:00Z,Germany,14298
2019,2019-02-02T00:00:00Z,Germany,1575
2019,2019-02-02T00:00:00Z,France,690
2019,2019-02-02T00:00:00Z,France,13890
2019,2019-02-02T00:00:00Z,Australia,255
2019,2019-02-02T00:00:00Z,Australia,9409
2019,2019-02-02T00:00:00Z,Germany,85
2019,2019-02-02T00:00:00Z,Germany,1122
2019,2019-02-02T00:00:00Z,France,1
2019,2019-02-02T00:00:00Z,France,973
2019,2019-02-02T00:00:00Z,Australia,27
2019,2019-02-02T00:00:00Z,Australia,4171
2019,2019-02-02T00:00:00Z,Germany,1269
2019,2019-02-02T00:00:00Z,Germany,24532
2019,2019-02-02T00:00:00Z,France,15532
2019,2019-02-02T00:00:00Z,France,305
2019,2019-02-02T00:00:00Z,Australia,105
2019,2019-02-02T00:00:00Z,Australia,5341
2019,2019-02-02T00:00:00Z,Germany,1674
2019,2019-02-02T00:00:00Z,France,840
2019,2019-02-02T00:00:00Z,Australia,2503
2019,2019-02-02T00:00:00Z,Germany,645
2019,2019-02-02T00:00:00Z,Germany,4270
2019,2019-02-02T00:00:00Z,France,925
2019,2019-02-02T00:00:00Z,France,3386
2019,2019-02-02T00:00:00Z,Australia,1687
2019,2019-02-02T00:00:00Z,Australia,105
2019,2019-02-02T00:00:00Z,Germany,259
2019,2019-02-02T00:00:00Z,Germany,4103
2019,2019-02-02T00:00:00Z,France,37
2019,2019-02-02T00:00:00Z,France,2746
2019,2019-02-02T00:00:00Z,Australia,13
2019,2019-02-02T00:00:00Z,Australia,6453
2019,2019-02-02T00:00:00Z,Germany,846
2019,2019-02-02T00:00:00Z,France,1084
2019,2019-02-02T00:00:00Z,Australia,2307
2019,2019-02-02T00:00:00Z,Germany,1081
2019,2019-02-02T00:00:00Z,Germany,7897
2019,2019-02-02T00:00:00Z,France,4106
2019,2019-02-02T00:00:00Z,France,703
2019,2019-02-02T00:00:00Z,Australia,319
2019,2019-02-02T00:00:00Z,Australia,10157
2019,2019-02-02T00:00:00Z,Germany,1129
2019,2019-02-02T00:00:00Z,Germany,4196
2019,2019-02-02T00:00:00Z,France,2563
2019,2019-02-02T00:00:00Z,France,86
2019,2019-02-02T00:00:00Z,Australia,273
2019,2019-02-02T00:00:00Z,Australia,13326
2019,2019-02-02T00:00:00Z,Germany,5
2019,2019-02-02T00:00:00Z,Germany,923
2019,2019-02-02T00:00:00Z,France,1146
2019,2019-02-02T00:00:00Z,Australia,11
2019,2019-02-02T00:00:00Z,Australia,2554
2019,2019-02-02T00:00:00Z,Germany,2475
2019,2019-02-02T00:00:00Z,Germany,505
2019,2019-02-02T00:00:00Z,France,1598
2019,2019-02-02T00:00:00Z,France,22
2019,2019-02-02T00:00:00Z,Australia,954
2019,2019-02-02T00:00:00Z,Australia,330
2019,2019-02-02T00:00:00Z,Germany,879
2019,2019-02-02T00:00:00Z,Germany,6473
2019,2019-02-02T00:00:00Z,France,1811
2019,2019-02-02T00:00:00Z,France,456
2019,2019-02-02T00:00:00Z,Australia,3862
2019,2019-02-02T00:00:00Z,Australia,255
2019,2019-02-02T00:00:00Z,Germany,833
2019,2019-02-02T00:00:00Z,Germany,14666
2019,2019-02-02T00:00:00Z,France,414
2019,2019-02-02T00:00:00Z,France,21774
2019,2019-02-02T00:00:00Z,Australia,1267
2019,2019-02-02T00:00:00Z,Australia,12297
2019,2019-02-02T00:00:00Z,Germany,58
2019,2019-02-02T00:00:00Z,Germany,8645
2019,2019-02-02T00:00:00Z,France,222
2019,2019-02-02T00:00:00Z,France,6028
2019,2019-02-02T00:00:00Z,Australia,1046
2019,2019-02-02T00:00:00Z,Australia,22279
2019,2019-02-02T00:00:00Z,Germany,1965
2019,2019-02-02T00:00:00Z,Germany,280
2019,2019-02-02T00:00:00Z,France,1382
2019,2019-02-02T00:00:00Z,Australia,4
2019,2019-02-02T00:00:00Z,Australia,1502
2019,2019-02-02T00:00:00Z,Germany,1013
2019,2019-02-02T00:00:00Z,Germany,11974
2019,2019-02-02T00:00:00Z,France,132
2019,2019-02-02T00:00:00Z,France,8666
2019,2019-02-02T00:00:00Z,Australia,4442
2019,2019-02-02T00:00:00Z,Australia,18
2019,2019-02-02T00:00:00Z,Germany,3907
2019,2019-02-02T00:00:00Z,France,4
2019,2019-02-02T00:00:00Z,France,435
2019,2019-02-02T00:00:00Z,Australia,2
2019,2019-02-02T00:00:00Z,Australia,545
2019,2019-02-02T00:00:00Z,Germany,77
2019,2019-02-02T00:00:00Z,Germany,449
2019,2019-02-02T00:00:00Z,France,11
2019,2019-02-02T00:00:00Z,France,431
2019,2019-02-02T00:00:00Z,Australia,30
2019,2019-02-02T00:00:00Z,Australia,483
2019,2019-02-02T00:00:00Z,Germany,3518
2019,2019-02-02T00:00:00Z,Germany,1111
2019,2019-02-02T00:00:00Z,France,482
2019,2019-02-02T00:00:00Z,France,2494
2019,2019-02-02T00:00:00Z,Australia,291
2019,2019-02-02T00:00:00Z,Australia,10902
2019,2019-02-02T00:00:00Z,Germany,332
2019,2019-02-02T00:00:00Z,France,536
2019,2019-02-02T00:00:00Z,Australia,1
2019,2019-02-02T00:00:00Z,Australia,732
2019,2019-02-02T00:00:00Z,Germany,1051
2019,2019-02-02T00:00:00Z,Germany,3581
2019,2019-02-02T00:00:00Z,France,525
2019,2019-02-02T00:00:00Z,France,5082
2019,2019-02-02T00:00:00Z,Australia,39
2019,2019-02-02T00:00:00Z,Australia,4148
2019,2019-02-02T00:00:00Z,Germany,1627
2019,2019-02-02T00:00:00Z,France,1229
2019,2019-02-02T00:00:00Z,France,23
2019,2019-02-02T00:00:00Z,Australia,2522
2019,2019-02-02T00:00:00Z,Germany,185
2019,2019-02-02T00:00:00Z,France,250
2019,2019-02-02T00:00:00Z,Australia,778
2019,2019-02-02T00:00:00Z,Germany,314
2019,2019-02-02T00:00:00Z,France,160
2019,2019-02-02T00:00:00Z,Australia,134
2019,2019-02-02T00:00:00Z,Germany,3544
2019,2019-02-02T00:00:00Z,Germany,97
2019,2019-02-02T00:00:00Z,France,19
2019,2019-02-02T00:00:00Z,France,1132
2019,2019-02-02T00:00:00Z,Australia,121
2019,2019-02-02T00:00:00Z,Australia,4651
2019,2019-02-02T00:00:00Z,Germany,254
2019,2019-02-02T00:00:00Z,France,23
2019,2019-02-02T00:00:00Z,France,2569
2019,2019-02-02T00:00:00Z,Australia,736
2019,2019-02-02T00:00:00Z,Germany,2120
2019,2019-02-02T00:00:00Z,Germany,9210
2019,2019-02-02T00:00:00Z,France,3087
2019,2019-02-02T00:00:00Z,France,6880
2019,2019-02-02T00:00:00Z,Australia,544
2019,2019-02-02T00:00:00Z,Australia,9313
2019,2019-02-02T00:00:00Z,Germany,2105
2019,2019-02-02T00:00:00Z,France,1503
2019,2019-02-02T00:00:00Z,Australia,1
2019,2019-02-02T00:00:00Z,Australia,1329
2019,2019-02-02T00:00:00Z,Germany,1746
2019,2019-02-02T00:00:00Z,Germany,18159
2019,2019-02-02T00:00:00Z,France,553
2019,2019-02-02T00:00:00Z,France,20410
2019,2019-02-02T00:00:00Z,Australia,190
2019,2019-02-02T00:00:00Z,Australia,8916
2019,2019-02-02T00:00:00Z,Germany,4
2019,2019-02-02T00:00:00Z,Germany,6149
2019,2019-02-02T00:00:00Z,France,2
2019,2019-02-02T00:00:00Z,France,3094
2019,2019-02-02T00:00:00Z,Australia,15
2019,2019-02-02T00:00:00Z,Australia,16449
2019,2019-02-02T00:00:00Z,Germany,13900
2019,2019-02-02T00:00:00Z,Germany,2342
2019,2019-02-02T00:00:00Z,France,14167
2019,2019-02-02T00:00:00Z,France,6147
2019,2019-02-02T00:00:00Z,Australia,8058
2019,2019-02-02T00:00:00Z,Australia,1050
2019,2019-02-02T00:00:00Z,Germany,1027
2019,2019-02-02T00:00:00Z,France,5709
2019,2019-02-02T00:00:00Z,Australia,1
2019,2019-02-02T00:00:00Z,Australia,1380
2019,2019-02-02T00:00:00Z,Germany,1742
2019,2019-02-02T00:00:00Z,France,1218
2019,2019-02-02T00:00:00Z,Australia,8
2019,2019-02-02T00:00:00Z,Australia,5543
2019,2019-02-02T00:00:00Z,Germany,14
2019,2019-02-02T00:00:00Z,Germany,1685
2019,2019-02-02T00:00:00Z,France,19
2019,2019-02-02T00:00:00Z,France,2963
2019,2019-02-02T00:00:00Z,Australia,3
2019,2019-02-02T00:00:00Z,Australia,1665
2019,2019-02-02T00:00:00Z,Germany,831
2019,2019-02-02T00:00:00Z,Germany,8385
2019,2019-02-02T00:00:00Z,France,146
2019,2019-02-02T00:00:00Z,France,6317
2019,2019-02-02T00:00:00Z,Australia,47
2019,2019-02-02T00:00:00Z,Australia,11048
2019,2019-02-02T00:00:00Z,Germany,782
2019,2019-02-02T00:00:00Z,France,2
2019,2019-02-02T00:00:00Z,France,2043
2019,2019-02-02T00:00:00Z,Australia,487
2019,2019-02-02T00:00:00Z,Germany,106
2019,2019-02-02T00:00:00Z,Germany,1530
2019,2019-02-02T00:00:00Z,France,1
2019,2019-02-02T00:00:00Z,France,964
2019,2019-02-02T00:00:00Z,Australia,8
2019,2019-02-02T00:00:00Z,Australia,2777
2019,2019-02-02T00:00:00Z,Germany,1495
2019,2019-02-02T00:00:00Z,France,1
2019,2019-02-02T00:00:00Z,France,1232
2019,2019-02-02T00:00:00Z,Australia,6
2019,2019-02-02T00:00:00Z,Australia,2608
2019,2019-02-02T00:00:00Z,Germany,1144
2019,2019-02-02T00:00:00Z,France,829
2019,2019-02-02T00:00:00Z,Australia,1
2019,2019-02-02T00:00:00Z,Australia,4401
2019,2019-02-02T00:00:00Z,Germany,4075
2019,2019-02-02T00:00:00Z,Germany,230
2019,2019-02-02T00:00:00Z,France,425
2019,2019-02-02T00:00:00Z,France,8682
2019,2019-02-02T00:00:00Z,Australia,54
2019,2019-02-02T00:00:00Z,Australia,899
2019,2019-02-02T00:00:00Z,Germany,865
2019,2019-02-02T00:00:00Z,France,2878
2019,2019-02-02T00:00:00Z,Australia,76
2019,2019-02-02T00:00:00Z,Australia,3068
2019,2019-02-02T00:00:00Z,Germany,2208
2019,2019-02-02T00:00:00Z,Germany,29
2019,2019-02-02T00:00:00Z,France,99
2019,2019-02-02T00:00:00Z,France,768
2019,2019-02-02T00:00:00Z,Australia,4
2019,2019-02-02T00:00:00Z,Australia,536
2019,2019-02-02T00:00:00Z,Germany,56
2019,2019-02-02T00:00:00Z,Germany,1125
2019,2019-02-02T00:00:00Z,France,9
2019,2019-02-02T00:00:00Z,France,382
2019,2019-02-02T00:00:00Z,Australia,39
2019,2019-02-02T00:00:00Z,Australia,1201
2019,2019-02-02T00:00:00Z,Germany,684
2019,2019-02-02T00:00:00Z,France,610
2019,2019-02-02T00:00:00Z,Australia,1283
2019,2019-02-02T00:00:00Z,Australia,3
2019,2019-02-02T00:00:00Z,Germany,2869
2019,2019-02-02T00:00:00Z,Germany,9563
2019,2019-02-02T00:00:00Z,France,2278
2019,2019-02-02T00:00:00Z,France,4232
2019,2019-02-02T00:00:00Z,Australia,3177
2019,2019-02-02T00:00:00Z,Australia,523
2019,2019-02-02T00:00:00Z,Germany,1
2019,2019-02-02T00:00:00Z,Germany,1947
2019,2019-02-02T00:00:00Z,France,35
2019,2019-02-02T00:00:00Z,France,1033
2019,2019-02-02T00:00:00Z,Australia,221
2019,2019-02-02T00:00:00Z,Australia,5506
2019,2019-02-02T00:00:00Z,Germany,207
2019,2019-02-02T00:00:00Z,France,165
2019,2019-02-02T00:00:00Z,Australia,1076
2019,2019-02-02T00:00:00Z,Germany,4227
2019,2019-02-02T00:00:00Z,Germany,1905
2019,2019-02-02T00:00:00Z,France,2142
2019,2019-02-02T00:00:00Z,France,5117
2019,2019-02-02T00:00:00Z,Australia,1658
2019,2019-02-02T00:00:00Z,Australia,5415
2019,2019-02-02T00:00:00Z,Germany,6
2019,2019-02-02T00:00:00Z,Germany,4656
2019,2019-02-02T00:00:00Z,France,2
2019,2019-02-02T00:00:00Z,France,4282
2019,2019-02-02T00:00:00Z,Australia,964
2019,2019-02-02T00:00:00Z,Australia,15626
2019,2019-02-02T00:00:00Z,Germany,71
2019,2019-02-02T00:00:00Z,Germany,293
2019,2019-02-02T00:00:00Z,France,5
2019,2019-02-02T00:00:00Z,France,464
2019,2019-02-02T00:00:00Z,Australia,4
2019,2019-02-02T00:00:00Z,Australia,699
2019,2019-02-02T00:00:00Z,Germany,14
2019,2019-02-02T00:00:00Z,Germany,2235
2019,2019-02-02T00:00:00Z,France,9
2019,2019-02-02T00:00:00Z,France,1680
2019,2019-02-02T00:00:00Z,Australia,52
2019,2019-02-02T00:00:00Z,Australia,2248
2019,2019-02-02T00:00:00Z,Germany,2459
2019,2019-02-02T00:00:00Z,Germany,121
2019,2019-02-02T00:00:00Z,France,2
2019,2019-02-02T00:00:00Z,France,2204
2019,2019-02-02T00:00:00Z,Australia,19
2019,2019-02-02T00:00:00Z,Australia,1517
2019,2019-02-02T00:00:00Z,Germany,295
2019,2019-02-02T00:00:00Z,Germany,2211
2019,2019-02-02T00:00:00Z,France,127
2019,2019-02-02T00:00:00Z,France,1343
2019,2019-02-02T00:00:00Z,Australia,159
2019,2019-02-02T00:00:00Z,Australia,1715
2019,2019-02-02T00:00:00Z,Germany,209
2019,2019-02-02T00:00:00Z,Germany,1823
2019,2019-02-02T00:00:00Z,France,1
2019,2019-02-02T00:00:00Z,France,8835
2019,2019-02-02T00:00:00Z,Australia,11
2019,2019-02-02T00:00:00Z,Australia,3033
2019,2019-02-02T00:00:00Z,Germany,297
2019,2019-02-02T00:00:00Z,France,284
2019,2019-02-02T00:00:00Z,France,225
2019,2019-02-02T00:00:00Z,Australia,34
2019,2019-02-02T00:00:00Z,Australia,754
2019,2019-02-02T00:00:00Z,Germany,1137
2019,2019-02-02T00:00:00Z,Germany,5361
2019,2019-02-02T00:00:00Z,France,2839
2019,2019-02-02T00:00:00Z,France,215
2019,2019-02-02T00:00:00Z,Australia,138
2019,2019-02-02T00:00:00Z,Australia,3357
2019,2019-02-02T00:00:00Z,Germany,1325
2019,2019-02-02T00:00:00Z,France,959
2019,2019-02-02T00:00:00Z,France,40
2019,2019-02-02T00:00:00Z,Australia,2441
2019,2019-02-02T00:00:00Z,Germany,627
2019,2019-02-02T00:00:00Z,Germany,7965
2019,2019-02-02T00:00:00Z,France,214
2019,2019-02-02T00:00:00Z,France,7350
2019,2019-02-02T00:00:00Z,Australia,182
2019,2019-02-02T00:00:00Z,Australia,6300
2019,2019-02-02T00:00:00Z,Germany,90
2019,2019-02-02T00:00:00Z,Germany,5704
2019,2019-02-02T00:00:00Z,France,29
2019,2019-02-02T00:00:00Z,France,2217
2019,2019-02-02T00:00:00Z,Australia,21
2019,2019-02-02T00:00:00Z,Australia,1806
2019,2019-02-02T00:00:00Z,Germany,259
2019,2019-02-02T00:00:00Z,Germany,5349
2019,2019-02-02T00:00:00Z,France,356
2019,2019-02-02T00:00:00Z,France,5963
2019,2019-02-02T00:00:00Z,Australia,138
2019,2019-02-02T00:00:00Z,Australia,22092
2019,2019-02-09T00:00:00Z,Germany,331
2019,2019-02-09T00:00:00Z,Germany,4359
2019,2019-02-09T00:00:00Z,France,237
2019,2019-02-09T00:00:00Z,France,11966
2019,2019-02-09T00:00:00Z,Australia,125
2019,2019-02-09T00:00:00Z,Australia,2892
2019,2019-02-09T00:00:00Z,Germany,193
2019,2019-02-09T00:00:00Z,Germany,2898
2019,2019-02-09T00:00:00Z,France,3
2019,2019-02-09T00:00:00Z,France,3205
2019,2019-02-09T00:00:00Z,Australia,167
2019,2019-02-09T00:00:00Z,Australia,6718
2019,2019-02-09T00:00:00Z,Germany,3464
2019,2019-02-09T00:00:00Z,Germany,90
2019,2019-02-09T00:00:00Z,France,110
2019,2019-02-09T00:00:00Z,France,8816
2019,2019-02-09T00:00:00Z,Australia,28
2019,2019-02-09T00:00:00Z,Australia,1886
2019,2019-02-09T00:00:00Z,Germany,4382
2019,2019-02-09T00:00:00Z,Germany,478
2019,2019-02-09T00:00:00Z,France,689
2019,2019-02-09T00:00:00Z,France,2911
2019,2019-02-09T00:00:00Z,Australia,321
2019,2019-02-09T00:00:00Z,Australia,2448
2019,2019-02-09T00:00:00Z,Germany,1042
2019,2019-02-09T00:00:00Z,Germany,7043
2019,2019-02-09T00:00:00Z,France,4567
2019,2019-02-09T00:00:00Z,France,826
2019,2019-02-09T00:00:00Z,Australia,874
2019,2019-02-09T00:00:00Z,Australia,9726
2019,2019-02-09T00:00:00Z,Germany,3
2019,2019-02-09T00:00:00Z,Germany,1198
2019,2019-02-09T00:00:00Z,France,1361
2019,2019-02-09T00:00:00Z,Australia,3379
2019,2019-02-09T00:00:00Z,Australia,92
2019,2019-02-09T00:00:00Z,Germany,3695
2019,2019-02-09T00:00:00Z,Germany,9
2019,2019-02-09T00:00:00Z,France,7
2019,2019-02-09T00:00:00Z,France,1475
2019,2019-02-09T00:00:00Z,Australia,53
2019,2019-02-09T00:00:00Z,Australia,4101
2019,2019-02-09T00:00:00Z,Germany,191
2019,2019-02-09T00:00:00Z,France,1
2019,2019-02-09T00:00:00Z,France,1776
2019,2019-02-09T00:00:00Z,Australia,3
2019,2019-02-09T00:00:00Z,Australia,1068
2019,2019-02-09T00:00:00Z,Germany,5306
2019,2019-02-09T00:00:00Z,Germany,1250
2019,2019-02-09T00:00:00Z,France,1634
2019,2019-02-09T00:00:00Z,France,316
2019,2019-02-09T00:00:00Z,Australia,2164
2019,2019-02-09T00:00:00Z,Australia,45
2019,2019-02-09T00:00:00Z,Germany,596
2019,2019-02-09T00:00:00Z,France,1036
2019,2019-02-09T00:00:00Z,Australia,1028
2019,2019-02-09T00:00:00Z,Germany,266
2019,2019-02-09T00:00:00Z,France,248
2019,2019-02-09T00:00:00Z,Australia,431
2019,2019-02-09T00:00:00Z,Germany,476
2019,2019-02-09T00:00:00Z,France,13
2019,2019-02-09T00:00:00Z,France,2451
2019,2019-02-09T00:00:00Z,Australia,13
2019,2019-02-09T00:00:00Z,Australia,1124
2019,2019-02-09T00:00:00Z,Germany,1149
2019,2019-02-09T00:00:00Z,France,1745
2019,2019-02-09T00:00:00Z,Australia,539
2019,2019-02-09T00:00:00Z,Germany,1
2019,2019-02-09T00:00:00Z,Germany,313
2019,2019-02-09T00:00:00Z,France,270
2019,2019-02-09T00:00:00Z,Australia,5
2019,2019-02-09T00:00:00Z,Australia,856
2019,2019-02-09T00:00:00Z,Germany,56
2019,2019-02-09T00:00:00Z,Germany,3754
2019,2019-02-09T00:00:00Z,France,1695
2019,2019-02-09T00:00:00Z,France,44
2019,2019-02-09T00:00:00Z,Australia,617
2019,2019-02-09T00:00:00Z,Australia,9210
2019,2019-02-09T00:00:00Z,Germany,139
2019,2019-02-09T00:00:00Z,France,4
2019,2019-02-09T00:00:00Z,France,320
2019,2019-02-09T00:00:00Z,Australia,7
2019,2019-02-09T00:00:00Z,Australia,870
2019,2019-02-09T00:00:00Z,Germany,1
2019,2019-02-09T00:00:00Z,Germany,905
2019,2019-02-09T00:00:00Z,France,1662
2019,2019-02-09T00:00:00Z,Australia,1155
2019,2019-02-09T00:00:00Z,Australia,46
2019,2019-02-09T00:00:00Z,Germany,3
2019,2019-02-09T00:00:00Z,Germany,459
2019,2019-02-09T00:00:00Z,France,344
2019,2019-02-09T00:00:00Z,Australia,439
2019,2019-02-09T00:00:00Z,Germany,2
2019,2019-02-09T00:00:00Z,Germany,4631
2019,2019-02-09T00:00:00Z,France,2
2019,2019-02-09T00:00:00Z,France,1980
2019,2019-02-09T00:00:00Z,Australia,70
2019,2019-02-09T00:00:00Z,Australia,6517
2019,2019-02-09T00:00:00Z,Germany,315
2019,2019-02-09T00:00:00Z,Germany,5161
2019,2019-02-09T00:00:00Z,France,285
2019,2019-02-09T00:00:00Z,France,4048
2019,2019-02-09T00:00:00Z,Australia,172
2019,2019-02-09T00:00:00Z,Australia,4721
2019,2019-02-09T00:00:00Z,Germany,5479
2019,2019-02-09T00:00:00Z,Germany,390
2019,2019-02-09T00:00:00Z,France,4
2019,2019-02-09T00:00:00Z,France,2453
2019,2019-02-09T00:00:00Z,Australia,23
2019,2019-02-09T00:00:00Z,Australia,5767
2019,2019-02-09T00:00:00Z,Germany,35
2019,2019-02-09T00:00:00Z,Germany,8456
2019,2019-02-09T00:00:00Z,France,1
2019,2019-02-09T00:00:00Z,France,3690
2019,2019-02-09T00:00:00Z,Australia,14
2019,2019-02-09T00:00:00Z,Australia,3773
2019,2019-02-09T00:00:00Z,Germany,15
2019,2019-02-09T00:00:00Z,Germany,832
2019,2019-02-09T00:00:00Z,France,1
2019,2019-02-09T00:00:00Z,France,476
2019,2019-02-09T00:00:00Z,Australia,6
2019,2019-02-09T00:00:00Z,Australia,2275
2019,2019-02-09T00:00:00Z,Germany,1549
2019,2019-02-09T00:00:00Z,Germany,13722
2019,2019-02-09T00:00:00Z,France,701
2019,2019-02-09T00:00:00Z,France,13087
2019,2019-02-09T00:00:00Z,Australia,310
2019,2019-02-09T00:00:00Z,Australia,9512
2019,2019-02-09T00:00:00Z,Germany,91
2019,2019-02-09T00:00:00Z,Germany,1141
2019,2019-02-09T00:00:00Z,France,1
2019,2019-02-09T00:00:00Z,France,970
2019,2019-02-09T00:00:00Z,Australia,4275
2019,2019-02-09T00:00:00Z,Australia,35
2019,2019-02-09T00:00:00Z,Germany,1145
